"discovery_id","title","publication_dates","doi","arxiv_id","source_ids","screening_stage","final_analytical_layer","decision_reason","source_location","canonical_search_record_id","existing_canonical_study_id","counting_status","second_coder_required","second_coder_status","second_coder_eligibility","decision_provenance"
"FMS0921","LLM-HyPZ: Hardware Vulnerability Discovery using an LLM-Assisted Hybrid Platform for Zero-Shot Knowledge Extraction and Refinement","2025-08-31","","2509.00647","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0921","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0922","LLM-JDFuzz: A Large Language Model-Based Automated Java Deserialization Payload Generation Framework","2026-2-26","10.3390/electronics15050954","","crossref","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://mdpi-res.com/d_attachment/electronics/electronics-15-00954/article_deploy/electronics-15-00954.pdf","FMS0922","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0923","LLM-Powered Code Vulnerability Repair with Reinforcement Learning and Semantic Reward","2024-01-07","","2401.03374","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0923","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0924","LLM-Powered Silent Bug Fuzzing in Deep Learning Libraries via Versatile and Controlled Bug Transfer","2026-02-26","10.1145/3798258","2602.23065","arxiv","title_abstract","existing_study_or_version","Matched existing study CP062 by exact DOI .","title, abstract, and exported source metadata","FMS0924","CP062","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0925","LLM-SmartAudit: Advanced Smart Contract Vulnerability Detection","2024-10-12","","2410.09381","arxiv","full_text","study_level","LLM-SmartAudit uses specialized conversational agents and iterative feedback to move from contract analysis through vulnerability identification to a final audit report.","public full text pp. 1, 2, 8; https://arxiv.org/pdf/2410.09381","FMS0925","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0926","LLM Unlearning for Cyber Defense: A Survey on Methods, Challenges, and Emerging Threats","2026-06-23","","2607.16227","arxiv","title_abstract","background_reference","Review or survey material.","title, abstract, and exported source metadata","FMS0926","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0927","LLM4CVE: Enabling Iterative Automated Vulnerability Repair with Large Language Models","2025-01-07","","2501.03446","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 3, 1, 5, 4; https://arxiv.org/pdf/2501.03446","FMS0927","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0928","LLM4Fuzz: Guided Fuzzing of Smart Contracts with Large Language Models","2024-01-20","","2401.11108","arxiv","full_text","extended_synthesis","LLM4Fuzz converts LLM predictions into smart-contract fuzzing guidance; runtime exploration proceeds without a later LLM-controlled feedback step.","public full text pp. 1; https://arxiv.org/pdf/2401.11108","FMS0928","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0929","LLM4TDG: test-driven generation of large language models based on enhanced constraint reasoning","2025-05-15","10.1186/s42400-024-00335-4","","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0929","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0930","LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning","2024-01-29","","2401.16185","arxiv","title_abstract","existing_study_or_version","Matched existing study CP187 by exact arXiv ID .","title, abstract, and exported source metadata","FMS0930","CP187","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0931","LLMFuzzTestGen: From Automation to Robustness via Multi-Agent LLM-Driven Fuzzing and Feedback Loops","2025-11-5","10.1109/icicse67247.2025.11390823","","ieee_crossref","title_abstract","existing_study_or_version","Matched existing study CP086 by exact DOI .","title, abstract, and exported source metadata","FMS0931","CP086","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0932","LLMpatronous: Harnessing the Power of LLMs For Vulnerability Detection","2025-04-25","","2504.18423","arxiv","title_abstract","background_reference","Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.","title, abstract, and exported source metadata","FMS0932","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0933","LLMs and Fuzzing in Tandem: A New Approach to Automatically Generating Weakest Preconditions","2025-07-03","","2507.05272","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1, 2; https://arxiv.org/pdf/2507.05272","FMS0933","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0934","LLMs and the Future of Chip Design: Unveiling Security Risks and Building Trust","2024-05-11","","2405.07061","arxiv","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0934","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0935","LLMs are All You Need? Improving Fuzz Testing for MOJO with Large Language Models","2025-10-11","","2510.10179","arxiv","full_text","study_level","Public full text shows an observable LLM-mediated change to a tool action, execution input, feedback interpretation, retained state, validation step, or reporting decision.","public full text pp. 1; https://arxiv.org/pdf/2510.10179","FMS0935","","new_candidate_study","yes","complete","include_study_level","final_integrated_assignment"
"FMS0936","LLMs as Hackers: Autonomous Linux Privilege Escalation Attacks","2026-02-10","10.1007/s10664-025-10758-3","","openalex","title_abstract","existing_study_or_version","Matched existing study CP139 by exact DOI .","title, abstract, and exported source metadata","FMS0936","CP139","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0937","LLMs for Cyber Security: New Opportunities","2024-04-17","","2404.11338","openalex","title_abstract","excluded_near_neighbor","No in-scope LLM and target-software security combination.","title, abstract, and exported source metadata","FMS0937","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0938","LLMs for Secure Hardware Design and Related Problems: Opportunities and Challenges","2026-05-11","","2605.10807","arxiv","title_abstract","background_reference","Review or survey material is retained as contextual literature rather than a primary analytical study.","title, abstract, and exported source metadata","FMS0938","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
"FMS0939","LLMs in Software Security: A Survey of Vulnerability Detection Techniques and Insights","2025-02-10; 2025-11-21","10.1145/3769082","2502.07049","acm_crossref; arxiv; openalex","title_abstract","existing_study_or_version","Matched existing study CP115 by exact DOI .","title, abstract, and exported source metadata","FMS0939","CP115","existing_study_match_not_counted","no","not_applicable","","matched_to_pre-integration_retained_study"
"FMS0940","LLMs + Security = Trouble","2026-02-09","","2602.08422","arxiv; openalex","title_abstract","background_reference","The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.","title, abstract, and exported source metadata","FMS0940","","new_candidate_study","no","not_applicable","","final_integrated_assignment"
