record_id,title,canonical_study_id,canonical_record_id,version_type,source_version,same_study_as,dedup_basis,analytical_layer,counting_status,retained_reason,notes
FMS0796,Impact of Non-Standard Unicode Characters on Security and Comprehension in Large Language Models,CS_FMS0796,FMS0796,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,The security target is an AI/agent system or generated-code ecosystem rather than an Agentic target-software mining workflow.,Integrated multi-source search through 2026-07-30.
FMS0797,Importing Phantoms: Measuring LLM Package Hallucination Vulnerabilities,CS_FMS0797,FMS0797,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The record informs agent/LLM security, governance, or evaluation context but does not study an Agentic target-software mining workflow.",Integrated multi-source search through 2026-07-30.
FMS0798,Improving Automated Secure Code Reviews: A Synthetic Dataset for Code Vulnerability Flaws,CS_FMS0798,FMS0798,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0799,Improving Conversational Recommendation with Contextual Adaptation of External Recommenders and LLM-based Reranking,CS_FMS0799,FMS0799,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0800,Improving LLM-Assisted Secure Code Generation through Retrieval-Augmented-Generation and Multi-Tool Feedback,CS_FMS0800,FMS0800,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,study_level_coded,canonical_counted,"Compiler, CodeQL, and KLEE results drive iterative LLM repair, with successful prior repairs retrieved to guide later candidates.",Integrated multi-source search through 2026-07-30.
FMS0801,Improving LLM Reasoning for Vulnerability Detection via Group Relative Policy Optimization,CS_FMS0801,FMS0801,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0802,Improving LLMs' Learning for Coreference Resolution,CS_FMS0802,FMS0802,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0803,Improving Open Source Files SecurityUsing Fuzzing,CS_FMS0803,FMS0803,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0804,In-Browser LLM-Guided Fuzzing for Real-Time Prompt Injection Testing in Agentic AI Browsers,CS_FMS0804,FMS0804,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Agent-system security or governance context; the target is not target software.,Integrated multi-source search through 2026-07-30.
FMS0805,Incalmo: An Autonomous LLM-assisted System for Red Teaming Multi-Host Networks,CS_FMS0805,FMS0805,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0806,Incident Response Planning Using a Lightweight Large Language Model with Reduced Hallucination,CS_FMS0806,FMS0806,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0807,Incorporating External Knowledge and Goal Guidance for LLM-based Conversational Recommender Systems,CS_FMS0807,FMS0807,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0808,"InData: Towards Secure Multi-Step, Tool-Based Data Analysis",CS_FMS0808,FMS0808,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0809,INDICT: Code Generation with Internal Dialogues of Critiques for Both Security and Helpfulness,CS_FMS0809,FMS0809,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0810,Inducing Vulnerable Code Generation in LLM Coding Assistants,CS_FMS0810,FMS0810,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0811,Information Security Based on LLM Approaches: A Review,CS_FMS0811,FMS0811,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0812,"Inherited Circuits, Learned Semantics: How Fine-Tuning Creates Evasion Vulnerabilities Invisible to Standard Evaluation",CS_FMS0812,FMS0812,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"Adjacent mechanism or evaluation context was visible at title/abstract screening, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0813,Institutional Platform for Secure Self-Service Large Language Model Exploration,CS_FMS0813,FMS0813,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0814,"Integrace umělé inteligence v problematice penetračního testování: trendy, výhody a výzvy",CS_FMS0814,FMS0814,other,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0815,Integrating clinical reasoning into large language model-based diagnosis through etiology-aware attention steering,CS_FMS0815,FMS0815,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,The title identifies a non-software target domain.,Integrated multi-source search through 2026-07-30.
FMS0816,Intelli-Dispatch-SQL: An LLM-based agent for reliable Text-to-SQL in power dispatching,CS_FMS0816,FMS0816,conference_version,elsevier_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0817,Intelligent Code Review and Vulnerability Localization Based on Large-Scale Pre-Trained Language Models (LLM),CS_FMS0817,FMS0817,conference_version,crossref; ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,Review or survey material.,Integrated multi-source search through 2026-07-30.
FMS0818,Intelligent Multi-Agent Reinforcement Sanitizer for Securing LLM Systems,CS_FMS0818,FMS0818,conference_version,ieee_crossref,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0819,IntelliSA: An Intelligent Static Analyzer for IaC Security Smell Detection Using Symbolic Rules and Neural Inference,CS_FMS0819,FMS0819,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract provide adjacent target-software context, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0820,Interplay: Training Independent Simulators for Reference-Free Conversational Recommendation,CS_FMS0820,FMS0820,preprint,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0821,Inverse Reinforcement Learning With Constraint Recovery,CS_FMS0821,FMS0821,conference_version,arxiv,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0822,Investigating Configurations for Automated Crash Reproduction in JavaScript,CS_FMS0822,FMS0822,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0823,Investigating Generative AI’s Impact on Software Organizations’ Security Practices: A Multi-case Study Using Gioia Methodology,CS_FMS0823,FMS0823,conference_version,openalex,,unique DOI/arXiv/title after multi-source deduplication,excluded_near_neighbor,canonical_counted,No in-scope LLM and target-software security combination.,Integrated multi-source search through 2026-07-30.
FMS0824,Investigating Large Language Models for Code Vulnerability Detection: An Experimental Study,CS_FMS0824,FMS0824,preprint,openalex,,unique DOI/arXiv/title after multi-source deduplication,background_reference,canonical_counted,"The title and abstract indicate adjacent target-software relevance, but no retrieved full text was available for study-specific extended synthesis.",Integrated multi-source search through 2026-07-30.
FMS0825,Investigating Metamorphic Fuzz Oracle Enhancement via Large Language Models,CS_FMS0825,FMS0825,preprint,arxiv; openalex,,unique DOI/arXiv/title after multi-source deduplication,extended_synthesis,canonical_counted,"The study uses LLMs to enhance metamorphic fuzzing oracles, while the evaluated execution path remains a fixed testing pipeline.",Integrated multi-source search through 2026-07-30.
